rule,split,horizon_weeks,count,sample_status,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
baseline,validation,13,13,insufficient_sample,5.081084873533517,7.979614934826751,8.446259363786288,0.7692307692307693,5.081084873533517,0.7692307692307693,3.34278897522675,4.871132656003992,0.7692307692307693,4.556989687131869,0.7692307692307693,GOOGL,stock
candidate,development,13,23,sufficient_sample,4.2679290318256,0.7537259337796476,9.53224943842708,0.5217391304347826,4.2679290318256,0.5217391304347826,2.9404849977173013,4.059601501292494,0.5217391304347826,3.747889485532214,0.5217391304347826,GOOGL,stock
candidate,holdout,13,15,insufficient_sample,8.547664988829053,9.368264945809512,15.301637416795801,0.7333333333333333,8.547664988829053,0.7333333333333333,3.7372910869669154,8.330786537302933,0.7333333333333333,8.006280126041885,0.7333333333333333,GOOGL,stock
candidate,validation,13,13,insufficient_sample,6.599437779334298,6.796576282884859,8.60859693321298,0.8461538461538461,6.599437779334298,0.8461538461538461,3.8496044192423904,6.386451889665311,0.8461538461538461,6.067769760484764,0.8461538461538461,GOOGL,stock
baseline,development,13,16,insufficient_sample,5.365807257452572,4.164639254240743,11.89470173410044,0.6875,5.365807257452572,0.6875,3.922605004124074,5.155286164031098,0.6875,4.840292009285737,0.6875,GS,stock
baseline,holdout,13,15,insufficient_sample,7.568736147083595,8.849811298490584,11.50974048518356,0.7333333333333333,7.568736147083595,0.7333333333333333,3.7429064411832935,7.353813597339183,0.7333333333333333,7.032233722409872,0.7333333333333333,GS,stock
baseline,validation,13,10,insufficient_sample,-0.5273751684801729,0.21142846394227033,7.625580877040153,0.5,-0.5273751684801729,0.5,3.824347639816061,-0.7261216716400408,0.5,-1.0234979855949753,0.5,GS,stock
candidate,development,13,20,sufficient_sample,-0.45454114793980765,-0.3925809919139711,10.495264689399752,0.5,-0.45454114793980765,0.5,2.0916795733988156,-0.6534331736182366,0.45,-0.9510272270024437,0.45,GS,stock
candidate,holdout,13,15,insufficient_sample,8.021213988292635,5.7152539792588275,13.944080806338333,0.6666666666666666,8.021213988292635,0.6666666666666666,5.389526306617146,7.8053873869174355,0.6666666666666666,7.48245481628121,0.6666666666666666,GS,stock
candidate,validation,13,12,insufficient_sample,-0.9117522799304028,-1.7557218067915992,7.015391053300615,0.4166666666666667,-0.9117522799304028,0.4166666666666667,3.1742306540231566,-1.1097307968536056,0.4166666666666667,-1.4059580042200164,0.4166666666666667,GS,stock
baseline,development,13,22,sufficient_sample,7.423757631151418,11.285790544388096,10.8953597257252,0.7727272727272727,7.423757631151418,0.7727272727272727,2.8995975465514903,7.209124748771507,0.7272727272727273,6.887978291345188,0.7272727272727273,HD,stock
baseline,holdout,13,13,insufficient_sample,3.1758913730274427,1.6211832327262643,13.866616037466313,0.5384615384615384,3.1758913730274427,0.5384615384615384,4.107881620157946,2.9697457359185035,0.5384615384615384,2.6612983985983836,0.5384615384615384,HD,stock
baseline,validation,13,13,insufficient_sample,4.405946078869419,7.308086229188193,12.932336929116065,0.6153846153846154,4.405946078869419,0.6153846153846154,3.004583861738525,4.197342790000561,0.6153846153846154,3.8852181682516242,0.6153846153846154,HD,stock
candidate,development,13,24,sufficient_sample,6.753801185877541,5.754560265647801,9.55222214461665,0.8333333333333334,6.753801185877541,0.8333333333333334,3.444699623507083,6.540506877813861,0.7916666666666666,6.221363274726045,0.7916666666666666,HD,stock
